"ID","NAME","DATE","CHL","TP"
"643178","Eagle Lake - Deep Hole",2003-08-18,8.33,24
"643132","Johnson Lake - Deep Hole",2003-08-18,3.14,13
"643095","Plummer Lake - Deep Hole",2003-08-18,1.87,9
"643421","Presque Isle - Site 2 - Center SW Deep",2003-08-18,0.81,8
"643256","Round Lake - Deep Hole",2003-08-18,1.67,17
"643249","North Turtle Lake - Deep Hole",2003-08-19,5.52,18
"643146","Pokegama Lake - North-Middle Site",2003-08-21,4.3,14
"643415","Clear Lake - Deep Hole (42 05e 12)",2003-08-22,7.34,14
"643372","Diamond Lake - Deep Hole",2003-08-24,2.66,7
"643219","Alder Lake - Deep Hole",2003-08-25,3.75,26
"643446","Bobidosh Lake - Deep Hole",2003-08-25,3.07,10
"643482","Found Lake - SW Site",2003-08-25,6.33,19
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2003-08-25,15.7,38
"643453","Lake Content - Deep Hole",2003-08-25,36.3,66
"643237","Little Crooked Lake - Deep Hole",2003-08-25,7.48,21
"643081","Lost Lake - Deep Hole",2003-08-25,20.4,43
"643456","Squaw Lake - Site A North Bay",2003-08-25,45.8,46
"643268","Upper Gresham Lake - Deep Hole",2003-08-25,8.38,17
"643220","Amik Lake - Deep Hole",2003-08-26,11.1,34
"643407","Crab Lake - Deep Hole",2003-08-26,2.41,27
"643058","Deerskin Lake - Deep Hole",2003-08-26,7.01,17
"643084","McDonald Lake - Deep Hole",2003-08-26,3.4,16
"643245","Morton Lake - Deep Hole",2003-08-26,5.1,20
"643113","Towanda Lake - Deep Hole",2003-08-27,6.45,12
"643515","Shishebogama Lake - Deep Hole",2003-08-29,5.27,20
"643047","Alma Lake - Deep Hole",2003-08-31,7.21,16
"643195","Carlin Lake - Deep Hole",2003-08-31,1.48,8
"643088","Moon Lake - Deep Hole",2003-08-31,2.39,12
"643252","Papoose Lake - Deep Hole",2003-09-16,2.13,7
"643444","Annabelle Lake - Deep Hole",2003-09-17,11.6,26
"643220","Amik Lake - Deep Hole",2003-09-29,5.2,24
"643237","Little Crooked Lake - Deep Hole",2003-09-29,9.7,22
"643132","Johnson Lake - Deep Hole",2003-10-01,9.13,24
"643178","Eagle Lake - Deep Hole",2003-10-02,16.3,45
"643042","Anderson Lake - Deep Hole",2003-10-05,1.79,10
"643058","Deerskin Lake - Deep Hole",2003-10-05,4.3,19
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2003-10-05,16.1,29
"643081","Lost Lake - Deep Hole",2003-10-05,11.8,39
"643089","Myrtle Lake - Deep Hole",2003-10-05,3.63,19
"643219","Alder Lake - Deep Hole",2003-10-06,3.86,24
"643446","Bobidosh Lake - Deep Hole",2003-10-06,4.54,13
"643407","Crab Lake - Deep Hole",2003-10-06,2.36,17
"643197","Horsehead Lake - Deep Hole",2003-10-06,27.4,45
"643047","Alma Lake - Deep Hole",2003-10-07,8.59,16
"643444","Annabelle Lake - Deep Hole",2003-10-07,4.66,15
"643415","Clear Lake - Deep Hole (42 05e 12)",2003-10-07,24.5,30
"643088","Moon Lake - Deep Hole",2003-10-07,3.37,12
"643430","North Twin Lake - Site 2-SW Basin",2003-10-07,8.62,21
"643435","North Twin Lake - Site 3-NE Basin",2003-10-07,12.8,21
"643106","South Twin Lake - Deep Hole",2003-10-07,10,21
"643126","Black Oak Lake - Deep Hole",2003-10-08,3.41,13
"643055","Carpenter Lake - Deep Hole",2003-10-08,1.65,16
"643173","Fence Lake - Deep Hole-North",2003-10-08,3.15,16
"643380","Stormy Lake - Deep Hole",2003-10-08,2.69,8
"643268","Upper Gresham Lake - Deep Hole",2003-10-08,10.2,23
"643113","Towanda Lake - Deep Hole",2003-10-09,8.31,15
"643401","Anvil Lake - Deep Hole",2003-10-11,9.8,21
"643195","Carlin Lake - Deep Hole",2003-10-12,3.2,8
"643373","Edith Lake - Deep Hole",2003-10-12,2.93,11
"643121","Bass Lake - Deep Hole",2003-10-13,4.72,18
"10044926","Lower Sugarbush Lake - West Basin",2003-10-13,4.89,25
"643095","Plummer Lake - Deep Hole",2003-10-13,5.01,17
"643239","Little Crawling Stone Lake - Deep Hole",2003-10-14,5.4,14
"643137","Muskellunge Lake - Deep Hole",2003-10-15,17.2,166
"643411","Van Vliet Lake - Deep Hole",2003-10-15,4.51,22
"643515","Shishebogama Lake - Deep Hole",2003-10-17,20.1,22
"643328","Moccasin Lake - Deep Hole",2003-10-19,12.7,23
"643245","Morton Lake - Deep Hole",2003-10-19,10.9,34
"643488","Hiawatha Lake - Deep Hole",2003-10-20,5.61,16
"643084","McDonald Lake - Deep Hole",2003-10-20,8.72,16
"643467","Birch Lake - Deep Hole",2003-10-26,12.2,27
"643077","Little Spider Lake - Deep Hole",2003-10-26,9.18,20
"643249","North Turtle Lake - Deep Hole",2003-10-26,7.01,20
"643512","Harris Lake - Center- Main Body Of Lake",2003-10-27,3.63,30
"643456","Squaw Lake - Site A North Bay",2003-10-27,24.6,46
"643195","Carlin Lake - Deep Hole",2004-06-03,1.73,8
"643401","Anvil Lake - Deep Hole",2004-06-06,2.6,12
"643220","Amik Lake - Deep Hole",2004-06-07,7.15,24
"643132","Johnson Lake - Deep Hole",2004-06-07,2.49,15
"643121","Bass Lake - Deep Hole",2004-06-08,3.4,10
"643453","Lake Content - Deep Hole",2004-06-08,1.85,23
"643058","Deerskin Lake - Deep Hole",2004-06-10,4.92,14
"643435","North Twin Lake - Site 3-NE Basin",2004-06-10,3.23,13
"643047","Alma Lake - Deep Hole",2004-06-13,2.14,16
"643088","Moon Lake - Deep Hole",2004-06-13,2.47,11
"643219","Alder Lake - Deep Hole",2004-06-14,4.57,17
"643178","Eagle Lake - Deep Hole",2004-06-14,11.3,19
"643449","Forest Lake - Deep Hole",2004-06-14,1.64,11
"643055","Carpenter Lake - Deep Hole",2004-06-15,3.93,15
"643415","Clear Lake - Deep Hole (42 05e 12)",2004-06-15,2.72,17
"643089","Myrtle Lake - Deep Hole",2004-06-15,2.31,19
"643249","North Turtle Lake - Deep Hole",2004-06-15,3.9,12
"643106","South Twin Lake - Deep Hole",2004-06-15,4.62,13
"643257","South Turtle Lake - Deep Hole",2004-06-16,2.45,16
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-06-17,8.08,27
"643095","Plummer Lake - Deep Hole",2004-06-18,2.17,9
"643077","Little Spider Lake - Deep Hole",2004-06-19,2.5,10
"643444","Annabelle Lake - Deep Hole",2004-06-20,3.76,13
"643220","Amik Lake - Deep Hole",2004-06-21,17.2,29
"643478","Bills Lake - Deep Hole",2004-06-21,2.95,12
"643482","Found Lake - SW Site",2004-06-21,6.16,26
"643245","Morton Lake - Deep Hole",2004-06-21,5.5,31
"643113","Towanda Lake - Deep Hole",2004-06-21,7.62,14
"643373","Edith Lake - Deep Hole",2004-06-22,4.15,8
"643488","Hiawatha Lake - Deep Hole",2004-06-22,4.5,12
"643421","Presque Isle - Site 2 - Center SW Deep",2004-06-22,3.55,30
"643237","Little Crooked Lake - Deep Hole",2004-06-23,4.91,21
"643165","Big Portage Lake - Deep Hole",2004-06-28,5.45,11
"643467","Birch Lake - Deep Hole",2004-06-28,5.69,17
"643134","Little St Germain Lake - [Retired Station- Don'T Use] West Bay-Deep Hole - Site 1",2004-06-28,4.63,15
"643571","Little St Germain Lake - South Bay - Site 4",2004-06-28,14.4,25
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2004-06-28,23.35,43
"643081","Lost Lake - Deep Hole",2004-06-28,4.85,24
"643084","McDonald Lake - Deep Hole",2004-06-28,1.74,10
"643411","Van Vliet Lake - Deep Hole",2004-06-28,3.2,20
"643446","Bobidosh Lake - Deep Hole",2004-06-29,2.06,14
"643195","Carlin Lake - Deep Hole",2004-06-29,1.79,8
"643197","Horsehead Lake - Deep Hole",2004-06-29,8.89,19
"643456","Squaw Lake - Site A North Bay",2004-06-29,15.9,31
"643380","Stormy Lake - Deep Hole",2004-06-29,1.14,9
"643126","Black Oak Lake - Deep Hole",2004-06-30,2.065,11
"643328","Moccasin Lake - Deep Hole",2004-06-30,5.53,16
"643268","Upper Gresham Lake - Deep Hole",2004-06-30,2.42,15
"643515","Shishebogama Lake - Deep Hole",2004-07-02,2.68,16
"643121","Bass Lake - Deep Hole",2004-07-07,6.6,15
"643471","Crawling Stone Lake - Max Depth",2004-07-07,3.08,11
"643430","North Twin Lake - Site 2-SW Basin",2004-07-09,7.59,15
"643435","North Twin Lake - Site 3-NE Basin",2004-07-09,6.2,14
"643411","Van Vliet Lake - Deep Hole",2004-07-09,4.07,17
"643401","Anvil Lake - Deep Hole",2004-07-10,2.82,13
"643106","South Twin Lake - Deep Hole",2004-07-10,10.6,15
"643220","Amik Lake - Deep Hole",2004-07-12,12,39
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-07-12,6.31,17
"643373","Edith Lake - Deep Hole",2004-07-13,1.58,8
"643195","Carlin Lake - Deep Hole",2004-07-14,1.37,7
"643055","Carpenter Lake - Deep Hole",2004-07-14,3.34,18
"643197","Horsehead Lake - Deep Hole",2004-07-14,5.8,20
"643249","North Turtle Lake - Deep Hole",2004-07-14,8.62,17
"643421","Presque Isle - Site 2 - Center SW Deep",2004-07-14,2.01,11
"643178","Eagle Lake - Deep Hole",2004-07-15,6.89,27
"643252","Papoose Lake - Deep Hole",2004-07-15,1.54,7
"643095","Plummer Lake - Deep Hole",2004-07-15,1.89,13
"643458","Stearns Lake - Deep Hole",2004-07-15,4.12,16
"643407","Crab Lake - Deep Hole",2004-07-17,4.12,12
"643512","Harris Lake - Center- Main Body Of Lake",2004-07-17,3,16
"643081","Lost Lake - Deep Hole",2004-07-18,4.3,83
"643084","McDonald Lake - Deep Hole",2004-07-18,1.18,12
"643126","Black Oak Lake - Deep Hole",2004-07-19,1.44,8
"643072","Landing Lake - Deep Hole",2004-07-19,5.36,29
"643137","Muskellunge Lake - Deep Hole",2004-07-19,43.18,19
"643268","Upper Gresham Lake - Deep Hole",2004-07-19,3.92,18
"643165","Big Portage Lake - Deep Hole",2004-07-20,2.77,9
"643446","Bobidosh Lake - Deep Hole",2004-07-20,1.83,10
"643415","Clear Lake - Deep Hole (42 05e 12)",2004-07-20,3.04,19
"643058","Deerskin Lake - Deep Hole",2004-07-20,2.77,14
"643239","Little Crawling Stone Lake - Deep Hole",2004-07-20,1.45,9
"643328","Moccasin Lake - Deep Hole",2004-07-20,1.86,13
"643245","Morton Lake - Deep Hole",2004-07-20,4.8,18
"643467","Birch Lake - Deep Hole",2004-07-22,6.32,18
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-07-22,7.65,35
"643077","Little Spider Lake - Deep Hole",2004-07-24,2.89,14
"643444","Annabelle Lake - Deep Hole",2004-07-25,4.43,13
"643488","Hiawatha Lake - Deep Hole",2004-07-25,6.61,12
"643219","Alder Lake - Deep Hole",2004-07-26,3.33,27
"643482","Found Lake - SW Site",2004-07-26,4,20
"643132","Johnson Lake - Deep Hole",2004-07-26,2.07,11
"643237","Little Crooked Lake - Deep Hole",2004-07-26,3.6,17
"643089","Myrtle Lake - Deep Hole",2004-07-26,15.7,23
"643257","South Turtle Lake - Deep Hole",2004-07-26,4.12,21
"643047","Alma Lake - Deep Hole",2004-07-27,3.73,13
"643220","Amik Lake - Deep Hole",2004-07-27,6.61,28
"643088","Moon Lake - Deep Hole",2004-07-27,4.27,12
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2004-07-28,45.5,38
"643172","Little St Germain Lake - South Bay Near St Germain WI",2004-07-28,36,40
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2004-07-28,60.5,48
"643171","Little St Germain Lake - West Bay At St Germain WI",2004-07-28,3.44,11
"643456","Squaw Lake - Site A North Bay",2004-07-28,21,28
"643515","Shishebogama Lake - Deep Hole",2004-07-30,4.97,13
"643471","Crawling Stone Lake - Max Depth",2004-08-07,2.96,8
"643401","Anvil Lake - Deep Hole",2004-08-08,2.83,16
"643222","Apeekwa Lake - Deep Hole",2004-08-09,9.38,36
"643527","Jag Lake - Deep Hole",2004-08-10,2.89,15
"643461","Little John Lake - Deep Hole",2004-08-10,12.9,68
"643460","Mann Lake - Deep Hole",2004-08-10,8.07,32
"643268","Upper Gresham Lake - Deep Hole",2004-08-10,5.93,20
"643123","Big Muskellunge Lake - Deep Hole",2004-08-11,1.77,9
"643449","Forest Lake - Deep Hole",2004-08-11,4.34,19
"643594","Lost Canoe Lake - Deep Hole",2004-08-11,1.98,9
"643593","White Sand Lake - Deep Hole",2004-08-11,2.34,10
"643415","Clear Lake - Deep Hole (42 05e 12)",2004-08-13,7.52,25
"643106","South Twin Lake - Deep Hole",2004-08-13,4.26,16
"643195","Carlin Lake - Deep Hole",2004-08-14,1.29,5
"643407","Crab Lake - Deep Hole",2004-08-14,4.13,29
"643042","Anderson Lake - Deep Hole",2004-08-15,1.69,9
"643444","Annabelle Lake - Deep Hole",2004-08-15,4.94,17
"643055","Carpenter Lake - Deep Hole",2004-08-15,2.53,17
"643421","Presque Isle - Site 2 - Center SW Deep",2004-08-15,2.31,11
"643178","Eagle Lake - Deep Hole",2004-08-16,14.6,27
"643197","Horsehead Lake - Deep Hole",2004-08-16,14,26
"643219","Alder Lake - Deep Hole",2004-08-17,3.62,31
"643220","Amik Lake - Deep Hole",2004-08-17,6.51,23
"643132","Johnson Lake - Deep Hole",2004-08-17,5.07,14
"643249","North Turtle Lake - Deep Hole",2004-08-17,5.43,14
"643095","Plummer Lake - Deep Hole",2004-08-17,3.36,9
"643089","Myrtle Lake - Deep Hole",2004-08-20,10.2,16
"643430","North Twin Lake - Site 2-SW Basin",2004-08-21,2.95,20
"643435","North Twin Lake - Site 3-NE Basin",2004-08-21,5.91,23
"643512","Harris Lake - Center- Main Body Of Lake",2004-08-22,2.95,14
"643165","Big Portage Lake - Deep Hole",2004-08-23,6.8,14
"643058","Deerskin Lake - Deep Hole",2004-08-23,3.45,13
"643373","Edith Lake - Deep Hole",2004-08-23,2.93,10
"643482","Found Lake - SW Site",2004-08-23,8.75,23
"643237","Little Crooked Lake - Deep Hole",2004-08-23,11.2,22
"643077","Little Spider Lake - Deep Hole",2004-08-23,12.4,30
"643245","Morton Lake - Deep Hole",2004-08-23,13.7,28
"643456","Squaw Lake - Site A North Bay",2004-08-23,46.1,35
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-08-24,11.4,37
"643126","Black Oak Lake - Deep Hole",2004-08-25,2.57,10
"643446","Bobidosh Lake - Deep Hole",2004-08-25,3.7,8
"643328","Moccasin Lake - Deep Hole",2004-08-25,8.33,18
"643257","South Turtle Lake - Deep Hole",2004-08-25,7.82,20
"643380","Stormy Lake - Deep Hole",2004-08-25,1.21,6
"643113","Towanda Lake - Deep Hole",2004-08-25,11.1,12
"643220","Amik Lake - Deep Hole",2004-08-30,5.65,21
"643488","Hiawatha Lake - Deep Hole",2004-08-30,5.24,11
"643268","Upper Gresham Lake - Deep Hole",2004-08-30,6.42,16
"643047","Alma Lake - Deep Hole",2004-08-31,8.83,15
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-08-31,18.4,28
"643239","Little Crawling Stone Lake - Deep Hole",2004-08-31,1.76,7
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2004-08-31,63.2,54
"643172","Little St Germain Lake - South Bay Near St Germain WI",2004-08-31,28.4,41
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2004-08-31,64,63
"643171","Little St Germain Lake - West Bay At St Germain WI",2004-08-31,5.27,15
"643088","Moon Lake - Deep Hole",2004-08-31,2.23,12
"643411","Van Vliet Lake - Deep Hole",2004-08-31,5.83,17
"643084","McDonald Lake - Deep Hole",2004-09-06,2.06,9
"643126","Black Oak Lake - Deep Hole",2004-09-07,2.68,9
"643220","Amik Lake - Deep Hole",2004-09-13,4.55,17
"643252","Papoose Lake - Deep Hole",2004-09-21,21.1,6
"643220","Amik Lake - Deep Hole",2004-09-26,3.46,17
"643237","Little Crooked Lake - Deep Hole",2004-09-27,23,27
"643075","Little Portage Lake - Deep Hole",2004-09-27,6.63,26
"643415","Clear Lake - Deep Hole (42 05e 12)",2004-10-05,18.2,21
"643197","Horsehead Lake - Deep Hole",2004-10-05,20.4,32
"643401","Anvil Lake - Deep Hole",2004-10-06,8.47,18
"643132","Johnson Lake - Deep Hole",2004-10-06,4.98,23
"643072","Landing Lake - Deep Hole",2004-10-06,1.04,15
"643220","Amik Lake - Deep Hole",2004-10-07,3,18
"643471","Crawling Stone Lake - Max Depth",2004-10-09,3.64,15
"643328","Moccasin Lake - Deep Hole",2004-10-09,9.62,23
"643106","South Twin Lake - Deep Hole",2004-10-09,9.05,25
"643380","Stormy Lake - Deep Hole",2004-10-09,2.95,9
"643042","Anderson Lake - Deep Hole",2004-10-10,2.94,9
"643077","Little Spider Lake - Deep Hole",2004-10-10,14.8,22
"643430","North Twin Lake - Site 2-SW Basin",2004-10-10,3.52,23
"643435","North Twin Lake - Site 3-NE Basin",2004-10-10,6.76,21
"643047","Alma Lake - Deep Hole",2004-10-11,12.5,19
"643121","Bass Lake - Deep Hole",2004-10-11,3.58,14
"643126","Black Oak Lake - Deep Hole",2004-10-11,1.5,11
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2004-10-11,32,51
"643172","Little St Germain Lake - South Bay Near St Germain WI",2004-10-11,14.9,41
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2004-10-11,28.5,59
"643171","Little St Germain Lake - West Bay At St Germain WI",2004-10-11,5.61,18
"643081","Lost Lake - Deep Hole",2004-10-11,8.85,41
"643084","McDonald Lake - Deep Hole",2004-10-11,3.02,15
"643088","Moon Lake - Deep Hole",2004-10-11,3.26,16
"643268","Upper Gresham Lake - Deep Hole",2004-10-11,5.67,24
"643444","Annabelle Lake - Deep Hole",2004-10-12,3.74,19
"643446","Bobidosh Lake - Deep Hole",2004-10-12,2.36,10
"643055","Carpenter Lake - Deep Hole",2004-10-12,4.04,16
"643407","Crab Lake - Deep Hole",2004-10-12,2.56,15
"643178","Eagle Lake - Deep Hole",2004-10-12,69.7,185
"643373","Edith Lake - Deep Hole",2004-10-12,4.92,12
"643482","Found Lake - SW Site",2004-10-12,12.7,23
"643488","Hiawatha Lake - Deep Hole",2004-10-12,2.45,12
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2004-10-12,4.84,20
"643239","Little Crawling Stone Lake - Deep Hole",2004-10-12,4.74,11
"643095","Plummer Lake - Deep Hole",2004-10-12,3.57,14
"643058","Deerskin Lake - Deep Hole",2004-10-13,2.44,16
"643252","Papoose Lake - Deep Hole",2004-10-13,6.01,9
"643456","Squaw Lake - Site A North Bay",2004-10-13,67.9,54
"643467","Birch Lake - Deep Hole",2004-10-17,5.87,24
"643165","Big Portage Lake - Deep Hole",2004-10-18,4.32,17
"643515","Shishebogama Lake - Deep Hole",2004-10-20,7.11,24
"643257","South Turtle Lake - Deep Hole",2004-10-20,8.26,24
"643219","Alder Lake - Deep Hole",2004-10-24,8.46,20
"643245","Morton Lake - Deep Hole",2004-10-25,3.64,28
"643249","North Turtle Lake - Deep Hole",2004-10-25,10.4,23
"643195","Carlin Lake - Deep Hole",2004-10-31,2.25,9
"643512","Harris Lake - Center- Main Body Of Lake",2004-10-31,2.42,17
"643089","Myrtle Lake - Deep Hole",2004-11-01,6.77,20
"643180","Yellow Birch Lake at Max Depth",2005-05-09,14.4,26
"643146","Pokegama Lake - North-Middle Site",2005-06-01,1.71,13
"643597","Little Bateau Lake - Deep Hole",2005-06-04,1.62,14
"643435","North Twin Lake - Site 3-NE Basin",2005-06-05,1.09,13
"643220","Amik Lake - Deep Hole",2005-06-06,3.78,28
"643430","North Twin Lake - Site 2-SW Basin",2005-06-07,1.35,14
"643421","Presque Isle - Site 2 - Center SW Deep",2005-06-08,1.85,9
"643252","Papoose Lake - Deep Hole",2005-06-12,1.19,5
"643373","Edith Lake - Deep Hole",2005-06-13,1.45,8
"643466","Imogene Lake - Deep Hole",2005-06-13,1.58,10
"643137","Muskellunge Lake - Deep Hole",2005-06-13,3.37,12
"643132","Johnson Lake - Deep Hole",2005-06-14,3.25,13
"643456","Squaw Lake - Site A North Bay",2005-06-14,9.52,26
"643113","Towanda Lake - Deep Hole",2005-06-14,5.74,13
"643055","Carpenter Lake - Deep Hole",2005-06-15,2.02,16
"643467","Birch Lake - Deep Hole",2005-06-16,2.75,14
"643458","Stearns Lake - Deep Hole",2005-06-16,4.13,15
"643380","Stormy Lake - Deep Hole",2005-06-16,1.3,6
"643180","Yellow Birch Lake at Max Depth",2005-06-16,10.1,30
"643401","Anvil Lake - Deep Hole",2005-06-17,1.44,10
"643106","South Twin Lake - Deep Hole",2005-06-18,1.83,11
"643444","Annabelle Lake - Deep Hole",2005-06-19,2.85,41
"643195","Carlin Lake - Deep Hole",2005-06-19,0.7,11
"643512","Harris Lake - Center- Main Body Of Lake",2005-06-19,1.4,11
"643077","Little Spider Lake - Deep Hole",2005-06-19,3.75,31
"643105","Snipe Lake - Deep Hole",2005-06-19,4.18,25
"643219","Alder Lake - Deep Hole",2005-06-20,2.24866666666667,15
"643220","Amik Lake - Deep Hole",2005-06-20,6.79,16
"643042","Anderson Lake - Deep Hole",2005-06-20,1.27,9
"643478","Bills Lake - Deep Hole",2005-06-20,1.64,9
"643178","Eagle Lake - Deep Hole",2005-06-20,4.71,18
"643482","Found Lake - SW Site",2005-06-20,3.37,16
"643095","Plummer Lake - Deep Hole",2005-06-20,3.49,7
"643617","Rock Lake - North Basin",2005-06-20,8.81,22
"643407","Crab Lake - Deep Hole",2005-06-21,3.45,8
"643488","Hiawatha Lake - Deep Hole",2005-06-21,4.06,12
"643197","Horsehead Lake - Deep Hole",2005-06-21,2.77,13
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2005-06-21,2.12,9
"643075","Little Portage Lake - Deep Hole",2005-06-21,4.04,20
"643297","North Placid Twin Lake - Deep Hole",2005-06-21,2.27,9
"643249","North Turtle Lake - Deep Hole",2005-06-21,4.21,12
"643047","Alma Lake - Deep Hole",2005-06-22,2.5,10
"643058","Deerskin Lake - Deep Hole",2005-06-22,4.07,9
"643239","Little Crawling Stone Lake - Deep Hole",2005-06-22,1.83,5
"643088","Moon Lake - Deep Hole",2005-06-22,1.58,8
"643245","Morton Lake - Deep Hole",2005-06-22,3.38,8
"643257","South Turtle Lake - Deep Hole",2005-06-22,2.8,8
"643268","Upper Gresham Lake - Deep Hole",2005-06-22,2.26,9
"643126","Black Oak Lake - Deep Hole",2005-06-23,0.96,5
"643089","Myrtle Lake - Deep Hole",2005-06-24,4.07,23
"643237","Little Crooked Lake - Deep Hole",2005-06-27,3.79,14
"643081","Lost Lake - Deep Hole",2005-06-27,4.04,19
"643415","Clear Lake - Deep Hole (42 05e 12)",2005-06-28,2.79,11
"643084","McDonald Lake - Deep Hole",2005-06-28,1.82,9
"643515","Shishebogama Lake - Deep Hole",2005-06-30,3.88,14
"643411","Van Vliet Lake - Deep Hole",2005-06-30,5.98,15
"643220","Amik Lake - Deep Hole",2005-07-05,7.18,22
"643165","Big Portage Lake - Deep Hole",2005-07-06,6.89,11
"643430","North Twin Lake - Site 2-SW Basin",2005-07-06,5.09,14
"643435","North Twin Lake - Site 3-NE Basin",2005-07-06,3.53,13
"643328","Moccasin Lake - Deep Hole",2005-07-07,2.74,12
"643478","Bills Lake - Deep Hole",2005-07-08,2.36,10
"643170","Little St Germain Lake - Northeast Bay Near St Germain WI",2005-07-10,74.6,58
"643172","Little St Germain Lake - South Bay Near St Germain WI",2005-07-10,25,25
"643557","Little St Germain Lake - Upper East Bay Near St Germain WI",2005-07-10,70,59
"643171","Little St Germain Lake - West Bay At St Germain WI",2005-07-10,5.34,10
"643137","Muskellunge Lake - Deep Hole",2005-07-10,9.62,15
"643598","Ross Allen Lake - Deep Hole",2005-07-10,2.44,14
"643373","Edith Lake - Deep Hole",2005-07-11,1.51,10
"643197","Horsehead Lake - Deep Hole",2005-07-11,3.31,17
"643132","Johnson Lake - Deep Hole",2005-07-11,2.48,14
"643451","Kentuck Lake - Site 2-East End-Deep Hole",2005-07-11,11.6,18
"643617","Rock Lake - North Basin",2005-07-11,7.74,21
"643077","Little Spider Lake - Deep Hole",2005-07-12,3.22,11
"643245","Morton Lake - Deep Hole",2005-07-12,2.73,18
"643113","Towanda Lake - Deep Hole",2005-07-12,4.78,12
"643055","Carpenter Lake - Deep Hole",2005-07-13,2.68,13
"643146","Pokegama Lake - North-Middle Site",2005-07-13,1.86,14
"643471","Crawling Stone Lake - Max Depth",2005-07-14,0.98,10
"643178","Eagle Lake - Deep Hole",2005-07-14,5.97,20
"643239","Little Crawling Stone Lake - Deep Hole",2005-07-14,1.23,8
"643075","Little Portage Lake - Deep Hole",2005-07-14,4.68,22
"643421","Presque Isle - Site 2 - Center SW Deep",2005-07-14,1.3,10
"643268","Upper Gresham Lake - Deep Hole",2005-07-14,3.08,16
"643401","Anvil Lake - Deep Hole",2005-07-16,2.54,7
"643192","Beaver Lake - Deep Hole",2005-07-16,4.83,17
"643467","Birch Lake - Deep Hole",2005-07-16,2.55,12
"643219","Alder Lake - Deep Hole",2005-07-17,2.83,18
"643121","Bass Lake - Deep Hole",2005-07-17,3.93,10
"643415","Clear Lake - Deep Hole (42 05e 12)",2005-07-17,1.9,20
"643466","Imogene Lake - Deep Hole",2005-07-17,2,7
"643105","Snipe Lake - Deep Hole",2005-07-17,3.31,16
"643220","Amik Lake - Deep Hole",2005-07-18,5.92,25
"643482","Found Lake - SW Site",2005-07-18,2.91,26
"643407","Crab Lake - Deep Hole",2005-07-19,1.97,6
"643095","Plummer Lake - Deep Hole",2005-07-19,1.8,7
"643106","South Twin Lake - Deep Hole",2005-07-19,3.05,17
"643458","Stearns Lake - Deep Hole",2005-07-19,3.97,14
"643411","Van Vliet Lake - Deep Hole",2005-07-19,3.68,16
"643249","North Turtle Lake - Deep Hole",2005-07-20,4.77,14
"643047","Alma Lake - Deep Hole",2005-07-21,4.76,14
"643042","Anderson Lake - Deep Hole",2005-07-21,1.49,17
"643088","Moon Lake - Deep Hole",2005-07-21,1.99,10
"643089","Myrtle Lake - Deep Hole",2005-07-21,5.32,33
"643512","Harris Lake - Center- Main Body Of Lake",2005-07-24,2.58,16
"643446","Bobidosh Lake - Deep Hole",2005-07-25,2.94,14
"643041","Dead Pike Lake - Deep Hole",2005-07-25,2.65,17
"643578","Dead Pike Lake - Neck Of South Bay",2005-07-25,2.98,29
"643488","Hiawatha Lake - Deep Hole",2005-07-25,5.28,16
"643257","South Turtle Lake - Deep Hole",2005-07-25,6.31,24
"643058","Deerskin Lake - Deep Hole",2005-07-26,5.98,20
"643237","Little Crooked Lake - Deep Hole",2005-07-27,9.42,25
"643297","North Placid Twin Lake - Deep Hole",2005-07-27,2.86,15
"643456","Squaw Lake - Site A North Bay",2005-07-27,17,35
"643084","McDonald Lake - Deep Hole",2005-07-28,4.66,13
"643597","Little Bateau Lake - Deep Hole",2005-07-29,9.89,14
"643515","Shishebogama Lake - Deep Hole",2005-07-30,4.31,16
"643444","Annabelle Lake - Deep Hole",2005-07-31,7.72,15
"643081","Lost Lake - Deep Hole",2005-07-31,14.4,24
"643220","Amik Lake - Deep Hole",2005-08-01,17.2,25
"643328","Moccasin Lake - Deep Hole",2005-08-01,4.39,20
"643435","North Twin Lake - Site 3-NE Basin",2005-08-06,3.94,18
"643121","Bass Lake - Deep Hole",2005-08-07,2.16,13
"643430","North Twin Lake - Site 2-SW Basin",2005-08-07,2.67,16
"643449","Forest Lake - Deep Hole",2005-08-08,3.16,17
"643617","Rock Lake - North Basin",2005-08-08,17,28
"643471","Crawling Stone Lake - Max Depth",2005-08-10,2.47,12
